template_id,opportunity_type,study_type,primary_endpoint_type,duration_weeks,cost_usd,required_specialties,required_roles,expected_inflection_weight_0_1,mocked,source_type
ctg_nct06084481,therapeutic,interventional,clinical_outcome,137,956736,oncology|pathology,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct06079671,therapeutic,interventional,clinical_outcome,366,4435200,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06078865,medical_device,observational,safety,560,1140480,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06078293,digital_therapeutic,interventional,feasibility,4,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06077864,platform,interventional,safety,135,30663864,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06077773,therapeutic,interventional,functional_or_symptom,68,325092,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06072482,therapeutic,interventional,safety,673,950400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06071468,medical_device,observational,functional_or_symptom,205,3801600,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06068075,platform,interventional,clinical_outcome,451,1077120,oncology|pathology,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct06065748,diagnostic,interventional,clinical_outcome,270,5821200,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06065540,therapeutic,interventional,functional_or_symptom,118,15157296,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06058377,therapeutic,interventional,clinical_outcome,183,20401920,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06052059,therapeutic,interventional,functional_or_symptom,301,5654880,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06051084,digital_therapeutic,interventional,functional_or_symptom,77,325769,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06050252,therapeutic,interventional,clinical_outcome,135,106920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct06045754,therapeutic,interventional,functional_or_symptom,166,316800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06034743,therapeutic,interventional,functional_or_symptom,98,4413024,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06015737,platform,interventional,functional_or_symptom,162,1696463,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06015308,therapeutic,interventional,functional_or_symptom,119,887040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06015282,therapeutic,interventional,functional_or_symptom,64,29344344,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06008197,therapeutic,interventional,clinical_outcome,202,28828799,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06007183,therapeutic,interventional,clinical_outcome,256,4435200,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06001307,digital_therapeutic,interventional,safety,49,61363,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05999994,therapeutic,interventional,functional_or_symptom,379,415800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05999032,digital_therapeutic,interventional,clinical_outcome,136,1520640,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct05997017,therapeutic,interventional,clinical_outcome,178,114840,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05995964,therapeutic,interventional,functional_or_symptom,184,1346400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05993221,platform,observational,biomarker,208,142560,hospital medicine|primary care,reviewer|advisor|investigator,0.50,false,ctgov_ri_history_csv
ctg_nct05991622,therapeutic,interventional,safety,202,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05990881,therapeutic,interventional,functional_or_symptom,148,277200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05988632,therapeutic,interventional,safety,100,158400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05987241,therapeutic,interventional,clinical_outcome,343,5499648,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05986591,platform,interventional,functional_or_symptom,51,1011957,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05983250,therapeutic,interventional,functional_or_symptom,246,1275120,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05980949,therapeutic,interventional,safety,217,4435200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05979272,digital_therapeutic,interventional,functional_or_symptom,134,190080,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05976763,therapeutic,interventional,clinical_outcome,775,2334024,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05975099,therapeutic,interventional,safety,96,3195720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05972174,therapeutic,interventional,safety,53,3372430,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05968326,therapeutic,interventional,clinical_outcome,376,1029600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05963698,medical_device,interventional,functional_or_symptom,313,12672000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05954585,digital_therapeutic,interventional,functional_or_symptom,25,57024,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05952960,platform,interventional,functional_or_symptom,24,50000,pain medicine|neurology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05950464,therapeutic,interventional,safety,123,205920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05948566,therapeutic,interventional,functional_or_symptom,193,1188000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05946629,medical_device,interventional,functional_or_symptom,397,3041280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05943665,therapeutic,interventional,functional_or_symptom,103,71280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05941403,digital_therapeutic,interventional,feasibility,30,54912,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05938270,therapeutic,interventional,functional_or_symptom,151,380160,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05937854,therapeutic,interventional,functional_or_symptom,256,498960,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05934526,medical_device,interventional,functional_or_symptom,103,2162160,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05931913,medical_device,interventional,functional_or_symptom,123,158400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05929768,therapeutic,interventional,clinical_outcome,498,13305599,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05927753,medical_device,interventional,functional_or_symptom,30,85536,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05925127,therapeutic,interventional,clinical_outcome,31,1836912,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05918861,therapeutic,interventional,functional_or_symptom,199,11088000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05918562,platform,interventional,functional_or_symptom,123,253440,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05916950,medical_device,interventional,clinical_outcome,161,491040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct05914064,medical_device,interventional,safety,161,316800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05913401,digital_therapeutic,interventional,feasibility,99,95040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05908253,digital_therapeutic,interventional,functional_or_symptom,19,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05907564,medical_device,interventional,safety,158,411840,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05907291,therapeutic,interventional,safety,111,150480,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05902988,therapeutic,interventional,clinical_outcome,162,792000,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05900154,therapeutic,interventional,clinical_outcome,36,155963,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05895552,therapeutic,interventional,clinical_outcome,68,601276,pain medicine|neurology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05895461,digital_therapeutic,interventional,feasibility,82,116566,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05881629,digital_therapeutic,interventional,functional_or_symptom,121,633600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05881421,platform,observational,functional_or_symptom,186,2609798,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05880875,digital_therapeutic,interventional,functional_or_symptom,197,101376,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05879926,therapeutic,interventional,clinical_outcome,558,21954240,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05879367,therapeutic,interventional,functional_or_symptom,153,209088,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05877547,therapeutic,interventional,safety,131,1508760,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05876559,digital_therapeutic,interventional,biomarker,39,180840,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05875168,therapeutic,interventional,clinical_outcome,182,2138400,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05873387,medical_device,observational,biomarker,176,4599936,hospital medicine|primary care,reviewer|advisor|investigator,0.50,false,ctgov_ri_history_csv
ctg_nct05861531,digital_therapeutic,interventional,functional_or_symptom,260,392832,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05858905,medical_device,interventional,safety,94,174240,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05856370,medical_device,interventional,functional_or_symptom,417,3168000,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05855655,digital_therapeutic,interventional,feasibility,77,177218,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05849922,therapeutic,interventional,functional_or_symptom,83,301992,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05848128,therapeutic,interventional,functional_or_symptom,45,1711176,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05845866,digital_therapeutic,interventional,functional_or_symptom,105,190080,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05840900,digital_therapeutic,interventional,feasibility,136,316800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05839119,therapeutic,interventional,clinical_outcome,106,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05839067,digital_therapeutic,interventional,feasibility,174,316800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05836987,medical_device,interventional,clinical_outcome,315,29660399,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05836324,therapeutic,interventional,safety,181,1292544,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05829226,therapeutic,interventional,safety,159,319968,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05827081,therapeutic,interventional,clinical_outcome,342,7761600,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05823974,therapeutic,interventional,clinical_outcome,85,4585096,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05822752,therapeutic,interventional,functional_or_symptom,162,514800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05822583,therapeutic,interventional,functional_or_symptom,109,902880,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05817838,digital_therapeutic,interventional,feasibility,114,361152,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05812807,therapeutic,interventional,clinical_outcome,519,7179479,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05806515,therapeutic,interventional,functional_or_symptom,378,174240,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05806164,therapeutic,interventional,functional_or_symptom,373,1368576,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05805150,medical_device,interventional,functional_or_symptom,11,72864,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05799846,digital_therapeutic,interventional,functional_or_symptom,182,1140480,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05798611,therapeutic,interventional,clinical_outcome,89,135553,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05797636,medical_device,interventional,functional_or_symptom,15,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05797168,therapeutic,interventional,safety,239,2003760,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05783622,therapeutic,interventional,safety,232,411840,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05781750,therapeutic,interventional,biomarker,53,188353,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.70,false,ctgov_ri_history_csv
ctg_nct05781152,therapeutic,interventional,functional_or_symptom,316,2851200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05780918,platform,interventional,functional_or_symptom,182,24076800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05780541,therapeutic,interventional,clinical_outcome,95,321552,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05780463,therapeutic,interventional,clinical_outcome,103,2688840,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05780437,therapeutic,interventional,clinical_outcome,121,8066520,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05780424,therapeutic,interventional,functional_or_symptom,94,1957032,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05780281,therapeutic,interventional,clinical_outcome,93,2021605,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05776277,therapeutic,interventional,functional_or_symptom,192,1108800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05775497,digital_therapeutic,interventional,functional_or_symptom,86,256147,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05774951,therapeutic,interventional,clinical_outcome,686,23839200,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05773027,digital_therapeutic,interventional,functional_or_symptom,216,364320,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05769829,platform,observational,biomarker,41,402985,hospital medicine|primary care,reviewer|advisor|investigator,0.50,false,ctgov_ri_history_csv
ctg_nct05769075,therapeutic,interventional,clinical_outcome,127,893376,oncology|pathology,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05767021,therapeutic,interventional,functional_or_symptom,150,953568,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05766787,medical_device,interventional,functional_or_symptom,9,200640,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05765851,therapeutic,interventional,clinical_outcome,161,247104,oncology|pathology,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05762705,digital_therapeutic,interventional,functional_or_symptom,140,633600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05755711,medical_device,observational,safety,256,758419,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05754190,medical_device,observational,functional_or_symptom,153,1520640,pain medicine|neurology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05752500,digital_therapeutic,interventional,functional_or_symptom,218,620928,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05750407,digital_therapeutic,interventional,feasibility,63,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05743881,therapeutic,interventional,safety,189,589248,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05739383,therapeutic,interventional,safety,318,77682528,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05738486,therapeutic,interventional,functional_or_symptom,217,6514200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05736835,therapeutic,interventional,safety,261,898920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05736614,digital_therapeutic,interventional,feasibility,186,1584000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05728944,therapeutic,interventional,functional_or_symptom,46,623936,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05723445,digital_therapeutic,interventional,functional_or_symptom,147,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05720117,therapeutic,interventional,clinical_outcome,215,1045440,oncology|pathology,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05719441,therapeutic,interventional,biomarker,211,190080,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.70,false,ctgov_ri_history_csv
ctg_nct05718557,therapeutic,interventional,safety,153,148896,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05705401,therapeutic,interventional,functional_or_symptom,715,7207199,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05704738,therapeutic,interventional,functional_or_symptom,135,2949408,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05704712,digital_therapeutic,interventional,functional_or_symptom,223,1045440,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05703412,digital_therapeutic,interventional,functional_or_symptom,232,570240,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05702645,platform,observational,functional_or_symptom,291,627264,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05702398,therapeutic,interventional,functional_or_symptom,256,95040,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05702034,therapeutic,interventional,functional_or_symptom,199,69477408,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05702021,digital_therapeutic,interventional,functional_or_symptom,216,240768,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05701917,medical_device,interventional,functional_or_symptom,210,950400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05701280,medical_device,interventional,functional_or_symptom,382,639936,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05695781,therapeutic,interventional,functional_or_symptom,56,2454523,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05694884,therapeutic,interventional,functional_or_symptom,114,297000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05686070,therapeutic,interventional,biomarker,143,68340888,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct05677880,platform,observational,functional_or_symptom,269,1254528,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05675410,therapeutic,interventional,clinical_outcome,415,10395000,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05662280,medical_device,interventional,functional_or_symptom,208,126720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05660577,medical_device,interventional,functional_or_symptom,10,317856,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05660538,therapeutic,interventional,functional_or_symptom,44,361138,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05659082,medical_device,interventional,functional_or_symptom,549,277200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05655598,therapeutic,interventional,safety,46,50000,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05653349,therapeutic,interventional,functional_or_symptom,304,1252944,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05651711,therapeutic,interventional,functional_or_symptom,88,3784135,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05650554,therapeutic,interventional,safety,68,1962061,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05649956,therapeutic,interventional,clinical_outcome,262,158400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05648110,therapeutic,interventional,safety,112,21521808,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05647122,therapeutic,interventional,clinical_outcome,293,1276704,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05646797,therapeutic,interventional,clinical_outcome,85,66169,oncology|pathology,reviewer|investigator|pilot_designer,0.60,false,ctgov_ri_history_csv
ctg_nct05646446,digital_therapeutic,interventional,functional_or_symptom,85,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05646316,diagnostic,interventional,functional_or_symptom,203,2372832,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05643573,therapeutic,interventional,biomarker,60,52703538,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct05643534,therapeutic,interventional,functional_or_symptom,184,997920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05642611,therapeutic,interventional,functional_or_symptom,429,4307688,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05642572,therapeutic,interventional,clinical_outcome,212,261360,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05641844,medical_device,interventional,biomarker,231,348480,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05640999,therapeutic,interventional,functional_or_symptom,340,1556280,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05640167,digital_therapeutic,interventional,feasibility,13,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05639894,therapeutic,interventional,safety,128,3425400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05633654,therapeutic,interventional,clinical_outcome,450,8393616,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05633602,therapeutic,interventional,clinical_outcome,261,4645872,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05630794,therapeutic,interventional,safety,125,114048,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05630183,therapeutic,interventional,clinical_outcome,140,320760,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05629962,therapeutic,interventional,functional_or_symptom,78,10556700,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05629585,therapeutic,interventional,clinical_outcome,374,6508656,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
